"sample_1","sample_2","distance_value","subject_1","site_1","type_1","subject_2","site_2","type_2","same_participant","same_site","same_system","comparison_group","filter_id","filter","distance_id","distance"
"001FhRUSw_1","003FhLUSw_3",0.742543646709929,"S001","Forehead","Type 1","S003","Forehead","Type 3",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhRUSw_2","003FhLUSw_3",0.827700533022279,"S001","Forehead","Type 2","S003","Forehead","Type 3",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcCUSw","003FhLUSw_3",0.894041464970423,"S002","Antecubital","Type 5","S003","Forehead","Type 3",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcLUSw_3","003FhLUSw_3",0.940164084674242,"S002","Antecubital","Type 3","S003","Forehead","Type 3",FALSE,FALSE,TRUE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcLUSw_4","003FhLUSw_3",0.945530227619341,"S002","Antecubital","Type 4","S003","Forehead","Type 3",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcRUSw_1","003FhLUSw_3",0.947852583815521,"S002","Antecubital","Type 1","S003","Forehead","Type 3",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcRUSw_2","003FhLUSw_3",0.947926895116838,"S002","Antecubital","Type 2","S003","Forehead","Type 3",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhCUSw","003FhLUSw_3",0.353258505122636,"S002","Forehead","Type 5","S003","Forehead","Type 3",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhLUSw_3","003FhLUSw_3",0.750919584737573,"S002","Forehead","Type 3","S003","Forehead","Type 3",FALSE,TRUE,TRUE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhLUSw_4","003FhLUSw_3",0.734549845800202,"S002","Forehead","Type 4","S003","Forehead","Type 3",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhRUSw_1","003FhLUSw_3",0.820728942734496,"S002","Forehead","Type 1","S003","Forehead","Type 3",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhRUSw_2","003FhLUSw_3",0.752529746598108,"S002","Forehead","Type 2","S003","Forehead","Type 3",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"003AcCUSw","003FhLUSw_3",0.93096004113672,"S003","Antecubital","Type 5","S003","Forehead","Type 3",TRUE,FALSE,FALSE,"Within participant, between sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"003AcLUSw_3","003FhLUSw_3",0.86430687425371,"S003","Antecubital","Type 3","S003","Forehead","Type 3",TRUE,FALSE,TRUE,"Within participant, between sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"003AcLUSw_4","003FhLUSw_3",0.925274090494784,"S003","Antecubital","Type 4","S003","Forehead","Type 3",TRUE,FALSE,FALSE,"Within participant, between sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"003AcRUSw_1","003FhLUSw_3",0.93488900718211,"S003","Antecubital","Type 1","S003","Forehead","Type 3",TRUE,FALSE,FALSE,"Within participant, between sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"003AcRUSw_2","003FhLUSw_3",0.743696716314613,"S003","Antecubital","Type 2","S003","Forehead","Type 3",TRUE,FALSE,FALSE,"Within participant, between sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"003FhCUSw","003FhLUSw_3",0.709829327890782,"S003","Forehead","Type 5","S003","Forehead","Type 3",TRUE,TRUE,FALSE,"Within participant/site, between systems","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcCUSw","003FhLUSw_4",0.741991898778895,"S001","Antecubital","Type 5","S003","Forehead","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcLUSw_3","003FhLUSw_4",0.771328955889442,"S001","Antecubital","Type 3","S003","Forehead","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcLUSw_4","003FhLUSw_4",0.713639400464842,"S001","Antecubital","Type 4","S003","Forehead","Type 4",FALSE,FALSE,TRUE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcRUSw_1","003FhLUSw_4",0.537727813229611,"S001","Antecubital","Type 1","S003","Forehead","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcRUSw_2","003FhLUSw_4",0.677333067941612,"S001","Antecubital","Type 2","S003","Forehead","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhCUSw","003FhLUSw_4",0.818644200413281,"S001","Forehead","Type 5","S003","Forehead","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhLUSw_3","003FhLUSw_4",0.619236986676725,"S001","Forehead","Type 3","S003","Forehead","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhLUSw_4","003FhLUSw_4",0.465401965056647,"S001","Forehead","Type 4","S003","Forehead","Type 4",FALSE,TRUE,TRUE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhRUSw_1","003FhLUSw_4",0.433216247442606,"S001","Forehead","Type 1","S003","Forehead","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhRUSw_2","003FhLUSw_4",0.484649810060196,"S001","Forehead","Type 2","S003","Forehead","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcCUSw","003FhLUSw_4",0.702847255832857,"S002","Antecubital","Type 5","S003","Forehead","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcLUSw_3","003FhLUSw_4",0.78273402208856,"S002","Antecubital","Type 3","S003","Forehead","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcLUSw_4","003FhLUSw_4",0.778157761941936,"S002","Antecubital","Type 4","S003","Forehead","Type 4",FALSE,FALSE,TRUE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcRUSw_1","003FhLUSw_4",0.808706290530485,"S002","Antecubital","Type 1","S003","Forehead","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcRUSw_2","003FhLUSw_4",0.798289217235809,"S002","Antecubital","Type 2","S003","Forehead","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhCUSw","003FhLUSw_4",0.820380049539409,"S002","Forehead","Type 5","S003","Forehead","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhLUSw_3","003FhLUSw_4",0.875488395489295,"S002","Forehead","Type 3","S003","Forehead","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhLUSw_4","003FhLUSw_4",0.47647926337549,"S002","Forehead","Type 4","S003","Forehead","Type 4",FALSE,TRUE,TRUE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhRUSw_1","003FhLUSw_4",0.411866209546861,"S002","Forehead","Type 1","S003","Forehead","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhRUSw_2","003FhLUSw_4",0.492708406648959,"S002","Forehead","Type 2","S003","Forehead","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"003AcCUSw","003FhLUSw_4",0.733960504569093,"S003","Antecubital","Type 5","S003","Forehead","Type 4",TRUE,FALSE,FALSE,"Within participant, between sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"003AcLUSw_3","003FhLUSw_4",0.50221957038832,"S003","Antecubital","Type 3","S003","Forehead","Type 4",TRUE,FALSE,FALSE,"Within participant, between sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"003AcLUSw_4","003FhLUSw_4",0.744630685687754,"S003","Antecubital","Type 4","S003","Forehead","Type 4",TRUE,FALSE,TRUE,"Within participant, between sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"003AcRUSw_1","003FhLUSw_4",0.765453494426392,"S003","Antecubital","Type 1","S003","Forehead","Type 4",TRUE,FALSE,FALSE,"Within participant, between sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"003AcRUSw_2","003FhLUSw_4",0.463306207506645,"S003","Antecubital","Type 2","S003","Forehead","Type 4",TRUE,FALSE,FALSE,"Within participant, between sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"003FhCUSw","003FhLUSw_4",0.804731792891483,"S003","Forehead","Type 5","S003","Forehead","Type 4",TRUE,TRUE,FALSE,"Within participant/site, between systems","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"003FhLUSw_3","003FhLUSw_4",0.765288336385869,"S003","Forehead","Type 3","S003","Forehead","Type 4",TRUE,TRUE,FALSE,"Within participant/site, between systems","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcCUSw","003FhRUSw_1",0.932201319388136,"S001","Antecubital","Type 5","S003","Forehead","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcLUSw_3","003FhRUSw_1",0.914894476973225,"S001","Antecubital","Type 3","S003","Forehead","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcLUSw_4","003FhRUSw_1",0.927943818577534,"S001","Antecubital","Type 4","S003","Forehead","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcRUSw_1","003FhRUSw_1",0.886815081978544,"S001","Antecubital","Type 1","S003","Forehead","Type 1",FALSE,FALSE,TRUE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcRUSw_2","003FhRUSw_1",0.915177041329811,"S001","Antecubital","Type 2","S003","Forehead","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhCUSw","003FhRUSw_1",0.718903400879624,"S001","Forehead","Type 5","S003","Forehead","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhLUSw_3","003FhRUSw_1",0.854193882049736,"S001","Forehead","Type 3","S003","Forehead","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhLUSw_4","003FhRUSw_1",0.823818014298034,"S001","Forehead","Type 4","S003","Forehead","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhRUSw_1","003FhRUSw_1",0.809541956722914,"S001","Forehead","Type 1","S003","Forehead","Type 1",FALSE,TRUE,TRUE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhRUSw_2","003FhRUSw_1",0.866992151292975,"S001","Forehead","Type 2","S003","Forehead","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcCUSw","003FhRUSw_1",0.901387703463267,"S002","Antecubital","Type 5","S003","Forehead","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcLUSw_3","003FhRUSw_1",0.944872184692437,"S002","Antecubital","Type 3","S003","Forehead","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcLUSw_4","003FhRUSw_1",0.94698376537711,"S002","Antecubital","Type 4","S003","Forehead","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcRUSw_1","003FhRUSw_1",0.949139031111004,"S002","Antecubital","Type 1","S003","Forehead","Type 1",FALSE,FALSE,TRUE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcRUSw_2","003FhRUSw_1",0.949208143159739,"S002","Antecubital","Type 2","S003","Forehead","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhCUSw","003FhRUSw_1",0.601899082947447,"S002","Forehead","Type 5","S003","Forehead","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhLUSw_3","003FhRUSw_1",0.798912904303791,"S002","Forehead","Type 3","S003","Forehead","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhLUSw_4","003FhRUSw_1",0.788377141916134,"S002","Forehead","Type 4","S003","Forehead","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhRUSw_1","003FhRUSw_1",0.842955497692065,"S002","Forehead","Type 1","S003","Forehead","Type 1",FALSE,TRUE,TRUE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhRUSw_2","003FhRUSw_1",0.797852082793479,"S002","Forehead","Type 2","S003","Forehead","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"003AcCUSw","003FhRUSw_1",0.926691704050711,"S003","Antecubital","Type 5","S003","Forehead","Type 1",TRUE,FALSE,FALSE,"Within participant, between sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"003AcLUSw_3","003FhRUSw_1",0.873997598518407,"S003","Antecubital","Type 3","S003","Forehead","Type 1",TRUE,FALSE,FALSE,"Within participant, between sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"003AcLUSw_4","003FhRUSw_1",0.918135685978405,"S003","Antecubital","Type 4","S003","Forehead","Type 1",TRUE,FALSE,FALSE,"Within participant, between sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"003AcRUSw_1","003FhRUSw_1",0.927821784941817,"S003","Antecubital","Type 1","S003","Forehead","Type 1",TRUE,FALSE,TRUE,"Within participant, between sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"003AcRUSw_2","003FhRUSw_1",0.789185574348766,"S003","Antecubital","Type 2","S003","Forehead","Type 1",TRUE,FALSE,FALSE,"Within participant, between sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"003FhCUSw","003FhRUSw_1",0.748486216604898,"S003","Forehead","Type 5","S003","Forehead","Type 1",TRUE,TRUE,FALSE,"Within participant/site, between systems","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"003FhLUSw_3","003FhRUSw_1",0.522092017706591,"S003","Forehead","Type 3","S003","Forehead","Type 1",TRUE,TRUE,FALSE,"Within participant/site, between systems","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"003FhLUSw_4","003FhRUSw_1",0.823901170859829,"S003","Forehead","Type 4","S003","Forehead","Type 1",TRUE,TRUE,FALSE,"Within participant/site, between systems","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcCUSw","003FhRUSw_2",0.931163280344772,"S001","Antecubital","Type 5","S003","Forehead","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcLUSw_3","003FhRUSw_2",0.919777821984951,"S001","Antecubital","Type 3","S003","Forehead","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcLUSw_4","003FhRUSw_2",0.927168787048555,"S001","Antecubital","Type 4","S003","Forehead","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcRUSw_1","003FhRUSw_2",0.877807747161514,"S001","Antecubital","Type 1","S003","Forehead","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
